,Mode,GeneA,GeneB,Score
567,max,818031,64632,
568,max,840148,25718,
569,max,840410,64547,
570,max,840141,64012,
571,max,840412,64015,
572,max,844308,85385,
573,max,844304,313757,
574,max,837252,25576,
575,max,830575,25577,
576,max,837257,25570,
577,max,837256,25573,
578,max,843828,290823,
579,max,825437,25085,
580,max,834056,25086,
581,max,834057,25081,
582,max,843823,81717,
583,max,843827,85273,
584,max,834503,85491,
585,max,826447,362504,
586,max,823657,619440,
587,max,823650,293939,
588,max,823651,298201,
589,max,823652,499022,
590,max,830615,64306,
591,max,830616,64307,
592,max,830612,64302,
593,max,826449,64303,
594,max,838421,60443,
595,max,838424,60442,
596,max,822380,64372,
597,max,3768663,84016,
598,max,822388,60445,
599,max,819252,84015,
600,max,825385,315691,
601,max,825382,84019,
602,max,832503,301555,
603,max,816962,311913,
604,max,819785,81005,
605,max,819784,81002,
606,max,819783,362477,
607,max,816965,362479,
608,max,831629,58960,
609,max,819079,314442,
610,max,819070,25705,
611,max,819075,83610,
612,max,819077,295274,
613,max,838305,117855,
614,max,842157,58814,
615,max,842154,84026,
616,max,838289,300857,
617,max,838284,80846,
618,max,838281,303554,
619,max,838280,299156,
620,max,829245,29728,
621,max,822524,363633,
622,max,829241,311245,
623,max,829240,295305,
624,max,831565,171454,
625,max,818457,291081,
626,max,822529,363836,
627,max,831560,29382,
628,max,839771,171293,
629,max,835011,29437,
630,max,835010,288533,
631,max,835015,29432,
632,max,835016,681410,
633,max,839481,291556,
634,max,827928,316123,
635,max,831422,291796,
636,max,827923,24296,
637,max,829652,302328,
638,max,821469,192269,
639,max,829651,24586,
640,max,829657,29668,
641,max,829654,308113,
642,max,816787,50522,
643,max,816784,24588,
644,max,816782,25416,
645,max,816780,100360342,
646,max,837732,140694,
647,max,837733,26295,
648,max,837886,24948,
649,max,837888,64803,
650,max,832547,65040,
651,max,832542,287191,
652,max,832543,500929,
653,max,832540,246760,
654,max,839953,117287,
655,max,832549,117284,
656,max,817784,117282,
657,max,823287,117281,
658,max,836287,680102,
659,max,841786,94342,
660,max,841787,303831,
661,max,837084,25369,
662,max,837087,114711,
663,max,835233,305240,
664,max,824368,81818,
665,max,827435,81815,
666,max,817439,81816,
667,max,817437,292148,
668,max,817433,81812,
669,max,817432,25508,
670,max,820268,25506,
671,max,827541,81722,
672,max,826639,116486,
673,max,826635,315350,
674,max,826632,116484,
675,max,828297,500017,
676,max,828296,309557,
677,max,840316,64159,
678,max,841407,64158,
679,max,831817,56084,
680,max,841958,56082,
681,max,841409,290215,
682,max,831810,85489,
683,max,831813,64373,
684,max,820841,81922,
685,max,820842,362860,
686,max,827575,309774,
687,max,823827,362862,
688,max,833552,25183,
689,max,833559,84027,
690,max,827574,365894,
691,max,815008,84020,
692,max,815558,300158,
693,max,815006,58979,
694,max,815007,58974,
695,max,816206,54237,
696,max,843142,84511,
697,max,844110,64204,
698,max,844112,64200,
699,max,844117,64202,
700,max,842811,252971,
701,max,842810,688843,
702,max,843368,290364,
703,max,834260,54302,
704,max,843366,83422,
705,max,843367,315771,
706,max,843497,83427,
707,max,835244,360823,
708,max,838365,360820,
709,max,835240,54305,
710,max,838363,307820,
711,max,832048,307821,
712,max,839549,54301,
713,max,839548,54300,
714,max,839547,54309,
715,max,839014,363930,
716,max,839545,24414,
717,max,832733,29737,
718,max,828905,298410,
719,max,825172,682507,
720,max,828907,29738,
721,max,828457,84607,
722,max,828900,84356,
723,max,828903,84351,
724,max,817152,84350,
725,max,828909,84353,
726,max,828908,364694,
727,max,830399,300772,
728,max,830395,298771,
729,max,817334,316333,
730,max,817845,361833,
731,max,817332,288529,
732,max,819865,314423,
733,max,824170,29428,
734,max,821411,282827,
735,max,824173,29425,
736,max,817338,29423,
737,max,821416,360687,
738,max,818069,288707,
739,max,826998,79563,
740,max,838946,100196907,
741,max,838947,361388,
742,max,842361,361171,
743,max,842360,79119,
744,max,830027,313024,
745,max,836637,29647,
746,max,831049,114520,
747,max,831042,79113,
748,max,831043,302950,
749,max,831046,25242,
750,max,827157,296654,
751,max,827154,311071,
752,max,827153,311078,
753,max,827159,287299,
754,max,827488,287156,
755,max,835813,308709,
756,max,835815,360573,
757,max,835816,360572,
758,max,827481,192270,
759,max,827480,291434,
760,max,827484,192277,
761,max,823812,170714,
762,max,844757,84602,
763,max,844754,500242,
764,max,823811,170538,
765,max,823817,65142,
766,max,844750,192117,
767,max,819959,679949,
768,max,821674,266688,
769,max,821675,308384,
770,max,824280,65037,
771,max,824281,24642,
772,max,821670,24644,
773,max,3770304,117542,
774,max,821673,315215,
775,max,829463,25374,
776,max,829462,116563,
777,max,820107,29496,
778,max,820102,140670,
779,max,816486,310306,
780,max,831202,140674,
781,max,818011,287670,
782,max,837344,114700,
783,max,840435,444985,
784,max,828868,64525,
785,max,825119,260326,
786,max,830804,309168,
787,max,830807,24825,
788,max,844324,81807,
789,max,830557,81804,
790,max,830800,24826,
791,max,844320,81802,
792,max,840123,81803,
793,max,830558,191575,
794,max,834078,300674,
795,max,825414,25518,
796,max,825415,25513,
797,max,834073,304656,
798,max,834077,25517,
799,max,826468,81730,
800,max,826469,81732,
801,max,819277,81736,
802,max,819273,116493,
803,max,819272,287709,
804,max,832890,140447,
805,max,829882,24917,
806,max,829880,24918,
807,max,818905,140926,
808,max,818903,140922,
809,max,818908,362036,
810,max,831607,499558,
811,max,816944,301575,
812,max,831609,116636,
813,max,816940,305679,
814,max,816943,64363,
815,max,843808,362855,
816,max,835657,64364,
817,max,842178,314764,
818,max,842174,60421,
819,max,842177,362454,
820,max,835658,81022,
821,max,831547,688509,
822,max,831546,295251,
823,max,831545,312132,
824,max,831542,689852,
825,max,835382,499314,
826,max,835386,170821,
827,max,839716,315789,
828,max,839717,690244,
829,max,839714,317218,
830,max,822505,307382,
831,max,839719,84509,
832,max,822503,54318,
833,max,817606,54319,
834,max,833768,364208,
835,max,834381,246150,
836,max,834387,246153,
837,max,833763,29258,
838,max,834389,29709,
839,max,835032,29705,
840,max,838007,29704,
841,max,835035,29253,
842,max,838002,54226,
843,max,817351,25051,
844,max,818654,282838,
845,max,816413,314436,
846,max,818650,314432,
847,max,827904,288778,
848,max,827905,679539,
849,max,832245,298890,
850,max,827908,294864,
851,max,817609,29677,
852,max,832246,29673,
853,max,832386,29672,
854,max,832387,29670,
855,max,829678,266780,
856,max,829679,287444,
857,max,829676,289606,
858,max,834925,289608,
859,max,834922,28298,
860,max,834920,287280,
861,max,821083,360543,
862,max,821082,299940,
863,max,821081,171123,
864,max,821084,79223,
865,max,818577,171128,
866,max,837719,79558,
867,max,837869,500233,
868,max,837867,310324,
869,max,837863,81507,
870,max,837860,100365869,
871,max,821881,364878,
872,max,821880,308404,
873,max,818571,308393,
874,max,821885,308392,
875,max,832569,65028,
876,max,816363,24654,
877,max,821569,117553,
878,max,824349,117557,
879,max,824347,117556,
880,max,824345,680127,
881,max,824341,117559,
882,max,824340,25218,
883,max,817458,25349,
884,max,817451,25690,
885,max,828106,116554,
886,max,817456,25344,
887,max,821612,361431,
888,max,836408,308578,
889,max,820747,25747,
890,max,840339,25745,
891,max,840331,25742,
892,max,840333,25741,
893,max,831836,25740,
894,max,820960,292160,
895,max,831832,498704,
896,max,831830,25522,
897,max,827247,24838,
898,max,819674,25531,
899,max,815152,24837,
900,max,841427,64513,
901,max,841425,64515,
902,max,820212,64517,
903,max,841420,25528,
904,max,820827,64680,
905,max,820825,287716,
906,max,2745885,287711,
907,max,833570,287710,
908,max,3769707,116724,
909,max,819923,117152,
910,max,817945,498234,
911,max,819424,24803,
912,max,839920,24907,
913,max,844179,293546,
914,max,844173,293015,
915,max,844177,64356,
916,max,844174,309757,
917,max,843346,140931,
918,max,839929,124323,
919,max,829590,140933,
920,max,834719,140939,
921,max,834718,362849,
922,max,834712,64358,
923,max,830008,64196,
924,max,830001,25235,
925,max,830000,25239,
926,max,839529,305604,
927,max,817130,498545,
928,max,817134,60432,
929,max,839521,313658,
930,max,839523,500569,
931,max,817139,362339,
932,max,839527,362332,
933,max,828927,362152,
934,max,825194,317335,
935,max,825196,315798,
936,max,825191,294790,
937,max,825190,362533,
938,max,817897,367012,
939,max,842697,293165,
940,max,842696,363005,
941,max,817860,84578,
942,max,817684,291145,
943,max,819840,84577,
944,max,817683,84576,
945,max,842344,360971,
946,max,832613,29719,
947,max,838927,83571,
948,max,832717,29248,
949,max,832713,29246,
950,max,832710,29711,
951,max,832718,29244,
952,max,836653,83579,
953,max,836651,306007,
954,max,836656,54251,
955,max,836873,54250,
956,max,836871,54254,
957,max,836658,54257,
958,max,836878,84379,
959,max,844150,29885,
960,max,832618,84403,
961,max,816624,113927,
962,max,818467,24333,
963,max,816626,24338,
964,max,816621,299052,
965,max,816623,171460,
966,max,816622,29409,
967,max,816546,316794,
968,max,821473,29660,
969,max,821470,29662,
