,Mode,GeneA,GeneB,Score
579,max,825437,207259,
580,max,834056,100019,
581,max,834057,226849,
582,max,843823,225865,
583,max,843827,226519,
584,max,834503,20744,
585,max,826447,12571,
586,max,823657,65079,
587,max,823650,20276,
588,max,823651,103968,
589,max,823652,103964,
590,max,830615,103963,
591,max,830616,228071,
592,max,830612,272347,
593,max,826449,11568,
594,max,838421,11569,
595,max,838424,22648,
596,max,822380,109075,
597,max,3768663,101706,
598,max,822388,22642,
599,max,819252,22393,
600,max,825385,11564,
601,max,825382,71586,
602,max,832503,723860,
603,max,816962,11567,
604,max,819785,66889,
605,max,819784,26559,
606,max,819783,13990,
607,max,816965,109272,
608,max,831629,66880,
609,max,819079,20743,
610,max,819070,26557,
611,max,819075,26556,
612,max,819077,66887,
613,max,838305,26554,
614,max,842157,16667,
615,max,842154,19179,
616,max,838289,66437,
617,max,838284,66799,
618,max,838281,110157,
619,max,838280,224139,
620,max,829245,19173,
621,max,822524,217127,
622,max,829241,19170,
623,max,829240,19177,
624,max,831565,547253,
625,max,818457,19175,
626,max,822529,22240,
627,max,831560,19353,
628,max,839771,107765,
629,max,835011,22025,
630,max,835010,56218,
631,max,835015,19357,
632,max,835016,22339,
633,max,839481,16658,
634,max,827928,56213,
635,max,831422,94221,
636,max,827923,19359,
637,max,829652,56210,
638,max,821469,56217,
639,max,829651,104394,
640,max,829657,56215,
641,max,829654,16650,
642,max,816787,110379,
643,max,816784,228355,
644,max,816782,18003,
645,max,816780,77038,
646,max,837732,13669,
647,max,837733,192159,
648,max,837886,12296,
649,max,837888,19285,
650,max,832547,14661,
651,max,832542,13661,
652,max,832543,654824,
653,max,832540,13665,
654,max,839953,18173,
655,max,832549,73914,
656,max,817784,73916,
657,max,823287,56459,
658,max,836287,56458,
659,max,841786,56455,
660,max,841787,93696,
661,max,837084,56456,
662,max,837087,226778,
663,max,835233,104263,
664,max,824368,16403,
665,max,827435,100039762,
666,max,817439,20166,
667,max,817437,72179,
668,max,817433,75291,
669,max,817432,386612,
670,max,820268,15235,
671,max,827541,327799,
672,max,826639,668300,
673,max,826635,109543,
674,max,826632,74450,
675,max,828297,93840,
676,max,828296,19739,
677,max,840316,208154,
678,max,841407,11740,
679,max,831817,81601,
680,max,841958,74044,
681,max,841409,18761,
682,max,831810,215690,
683,max,831813,11749,
684,max,820841,16898,
685,max,820842,193796,
686,max,827575,77630,
687,max,823827,13007,
688,max,833552,12034,
689,max,833559,18227,
690,max,827574,20115,
691,max,815008,18220,
692,max,815558,63913,
693,max,815006,140630,
694,max,815007,13000,
695,max,816206,20890,
696,max,843142,75185,
697,max,844110,21389,
698,max,844112,21388,
699,max,844117,26558,
700,max,842811,100039959,
701,max,842810,100040109,
702,max,843368,99375,
703,max,834260,21380,
704,max,843366,21387,
705,max,843367,474156,
706,max,843497,140858,
707,max,835244,21384,
708,max,838365,93686,
709,max,835240,16835,
710,max,838363,19826,
711,max,832048,19821,
712,max,839549,19820,
713,max,839548,19823,
714,max,839547,19822,
715,max,839014,17295,
716,max,839545,16348,
717,max,832733,330938,
718,max,828905,18763,
719,max,825172,19144,
720,max,828907,192120,
721,max,828457,94245,
722,max,828900,74682,
723,max,828903,268903,
724,max,817152,69940,
725,max,828909,23834,
726,max,828908,52024,
727,max,830399,56070,
728,max,830395,11520,
729,max,817334,105732,
730,max,817845,235610,
731,max,817332,11632,
732,max,819865,69191,
733,max,824170,677235,
734,max,821411,53376,
735,max,824173,20090,
736,max,817338,20091,
737,max,821416,53379,
738,max,818069,53378,
739,max,826998,16814,
740,max,838946,11487,
741,max,838947,17748,
742,max,842361,13180,
743,max,842360,27979,
744,max,830027,68119,
745,max,836637,237877,
746,max,831049,20655,
747,max,831042,20650,
748,max,831043,16907,
749,max,831046,16906,
750,max,827157,16905,
751,max,827154,546155,
752,max,827153,16909,
753,max,827159,14884,
754,max,827488,12568,
755,max,835813,14886,
756,max,835815,53975,
757,max,835816,320299,
758,max,827481,12211,
759,max,827480,12217,
760,max,827484,209361,
761,max,823812,54401,
762,max,844757,243548,
763,max,844754,99371,
764,max,823811,58234,
765,max,823817,70060,
766,max,844750,20382,
767,max,819959,58230,
768,max,821674,18545,
769,max,821675,30046,
770,max,824280,100043330,
771,max,824281,18541,
772,max,821670,20389,
773,max,3770304,71514,
774,max,821673,14080,
775,max,829463,14082,
776,max,829462,14083,
777,max,820107,67268,
778,max,820102,99152,
779,max,816486,14088,
780,max,831202,20473,
781,max,818011,20471,
782,max,837344,20476,
783,max,840435,213990,
784,max,828868,21413,
785,max,825119,21412,
786,max,830804,21410,
787,max,830807,21417,
788,max,844324,21416,
789,max,830557,21415,
790,max,830800,68024,
791,max,844320,16664,
792,max,840123,21418,
793,max,830558,83925,
794,max,834078,11964,
795,max,825414,269582,
796,max,825415,18432,
797,max,834073,78266,
798,max,834077,71602,
799,max,826468,83454,
800,max,826469,12922,
801,max,819277,67568,
802,max,819273,70333,
803,max,819272,12929,
804,max,832890,12928,
805,max,829882,18091,
806,max,829880,18762,
807,max,818905,67561,
808,max,818903,18764,
809,max,818908,18095,
810,max,831607,109032,
811,max,816944,18004,
812,max,831609,71994,
813,max,816940,71991,
814,max,816943,20277,
815,max,843808,20278,
816,max,835657,14265,
817,max,842178,238988,
818,max,842174,18175,
819,max,842177,14260,
820,max,835658,67160,
821,max,831547,16019,
822,max,831546,319924,
823,max,831545,18000,
824,max,831542,76779,
825,max,835382,234407,
826,max,835386,107607,
827,max,839716,15507,
828,max,839717,22612,
829,max,839714,11946,
830,max,822505,18002,
831,max,839719,268294,
832,max,822503,15505,
833,max,817606,233199,
834,max,833768,15930,
835,max,834381,18163,
836,max,834387,18160,
837,max,833763,67300,
838,max,834389,59010,
839,max,835032,66367,
840,max,838007,269713,
841,max,835035,15114,
842,max,838002,15111,
843,max,817351,15110,
844,max,818654,234577,
845,max,816413,14469,
846,max,818650,17992,
847,max,827904,207667,
848,max,827905,14462,
849,max,832245,14463,
850,max,827908,14460,
851,max,817609,17859,
852,max,832246,110816,
853,max,832386,14464,
854,max,832387,14465,
855,max,829678,71777,
856,max,829679,67863,
857,max,829676,68240,
858,max,834925,71770,
859,max,834922,208117,
860,max,834920,67763,
861,max,821083,19354,
862,max,821082,67760,
863,max,821081,13853,
864,max,821084,14461,
865,max,818577,67943,
866,max,837719,50878,
867,max,837869,21386,
868,max,837867,16201,
869,max,837863,50875,
870,max,837860,27360,
871,max,821881,13858,
872,max,821880,13859,
873,max,818571,234353,
874,max,821885,66413,
875,max,832569,50873,
876,max,816363,228913,
877,max,821569,67785,
878,max,824349,12858,
879,max,824347,12589,
880,max,824345,67781,
881,max,824341,17999,
882,max,824340,109880,
883,max,817458,216860,
884,max,817451,107271,
885,max,828106,67788,
886,max,817456,668361,
887,max,821612,76199,
888,max,836408,212168,
889,max,820747,109905,
890,max,840339,106894,
891,max,840331,56739,
892,max,840333,268980,
893,max,831836,16998,
894,max,820960,229534,
895,max,831832,170676,
896,max,831830,13206,
897,max,827247,228003,
898,max,819674,22658,
899,max,815152,13205,
900,max,841427,228005,
901,max,841425,228869,
902,max,820212,22388,
903,max,841420,106039,
904,max,820827,229841,
905,max,820825,101739,
906,max,2745885,232934,
907,max,833570,260423,
908,max,3769707,72475,
909,max,819923,26549,
910,max,817945,228866,
911,max,819424,22385,
912,max,839920,12455,
913,max,844179,16590,
914,max,844173,19166,
915,max,844177,19167,
916,max,844174,93759,
917,max,843346,12450,
918,max,839929,16591,
919,max,829590,27015,
920,max,834719,11352,
921,max,834718,11350,
